Claim_ID,Return_Description,Text_Length,Urgency_Level,Customer_Type,Previous_Return_Count,Claim_Amount,Payment_Method,Image_Provided,Fraud_Label
715,Changed my mind,70,Low,VIP,3,757.31,Debit Card,Yes,Fraud
716,Package was empty,268,Low,VIP,2,440.17,Cash on Delivery,No,Legitimate
717,Color mismatch,211,Low,VIP,3,1267.72,UPI,Yes,Fraud
718,Product not as described,36,High,New,4,281.64,Net Banking,No,Fraud
719,Product not as described,195,Low,Frequent,9,322.01,Cash on Delivery,Yes,Legitimate
720,Wrong product received,230,High,VIP,3,1187.25,Net Banking,No,Legitimate
721,Color mismatch,146,Low,Frequent,6,1163.14,Cash on Delivery,Yes,Legitimate
722,Color mismatch,42,Low,VIP,8,76.9,Cash on Delivery,No,Fraud
723,Wrong product received,251,Medium,Returning,1,1121.39,Credit Card,No,Legitimate
724,Product not as described,203,Medium,Returning,10,1997.91,Credit Card,No,Fraud
725,Product not as described,255,High,New,7,932.88,Debit Card,No,Legitimate
726,Defective after one use,257,High,New,10,150.69,UPI,Yes,Fraud
727,Color mismatch,158,High,Returning,10,171.11,UPI,Yes,Fraud
728,Item arrived damaged,76,Medium,Frequent,7,1242.08,UPI,No,Legitimate
729,Fake product received,54,High,Returning,2,1962.69,Debit Card,Yes,Fraud
730,Package was empty,127,High,Returning,5,711.9,UPI,No,Fraud
731,Item arrived damaged,52,Medium,Frequent,7,977.59,Cash on Delivery,Yes,Fraud
732,Fake product received,292,Medium,VIP,9,742.61,Credit Card,Yes,Fraud
733,Wrong product received,61,Medium,Returning,4,1916.93,Credit Card,Yes,Legitimate
734,Size does not fit,77,High,Returning,7,309.49,Debit Card,Yes,Fraud
735,Color mismatch,297,Low,VIP,5,846.06,Credit Card,No,Legitimate
736,Wrong product received,31,Low,Frequent,6,1161.62,UPI,No,Fraud
737,Missing parts,175,High,Returning,4,351.76,UPI,Yes,Fraud
738,Defective after one use,167,Low,Returning,5,575.92,Debit Card,Yes,Fraud
739,Product not as described,109,High,Returning,2,483.43,Credit Card,No,Legitimate
740,Missing parts,153,Medium,Returning,3,1129.35,Credit Card,No,Fraud
741,Product not as described,210,Medium,Returning,8,610.1,Credit Card,No,Fraud
742,Product not as described,254,Medium,Returning,0,1940.6,Cash on Delivery,No,Fraud
743,Missing parts,168,High,Returning,9,1459.8,Net Banking,No,Legitimate
744,Missing parts,40,Low,New,4,59.34,Cash on Delivery,Yes,Fraud
745,Defective after one use,67,Medium,New,9,1286.21,Cash on Delivery,Yes,Fraud
746,Changed my mind,31,Low,VIP,10,1346.4,Credit Card,No,Legitimate
747,Missing parts,182,High,New,10,728.52,Debit Card,No,Fraud
748,Color mismatch,210,Low,Frequent,5,709.2,Net Banking,Yes,Legitimate
749,Missing parts,232,Medium,Frequent,2,1613.29,Net Banking,No,Legitimate
750,Package was empty,64,Low,Returning,4,954.48,Cash on Delivery,No,Legitimate
751,Package was empty,212,Low,New,6,1281.22,UPI,No,Legitimate
752,Fake product received,256,High,Returning,3,380.15,Net Banking,No,Fraud
753,Item arrived damaged,174,High,Frequent,7,1122.97,Net Banking,Yes,Legitimate
754,Item arrived damaged,98,Medium,Frequent,10,1670.14,Net Banking,Yes,Fraud
755,Color mismatch,111,Medium,Returning,0,247.52,UPI,No,Legitimate
756,Package was empty,205,High,VIP,9,877.78,UPI,No,Legitimate
757,Defective after one use,282,High,New,4,334.07,Credit Card,Yes,Fraud
758,Missing parts,89,Medium,Returning,0,552.61,Net Banking,No,Legitimate
759,Size does not fit,169,High,New,8,395.69,Debit Card,Yes,Legitimate
760,Fake product received,185,Medium,Frequent,4,1374.03,UPI,Yes,Fraud
761,Product not as described,26,Low,Frequent,5,1559.83,Net Banking,No,Legitimate
762,Wrong product received,131,Low,Returning,3,1592.26,Cash on Delivery,Yes,Fraud
763,Missing parts,59,Low,Returning,0,964.24,UPI,No,Legitimate
764,Missing parts,287,Medium,Returning,4,67.23,Credit Card,Yes,Legitimate
765,Product not as described,136,Medium,Returning,3,269.13,Credit Card,No,Legitimate
766,Wrong product received,29,Medium,VIP,0,400.74,Credit Card,Yes,Fraud
767,Wrong product received,149,Low,New,4,1338.5,Credit Card,Yes,Legitimate
768,Package was empty,122,Low,Frequent,0,190.65,UPI,No,Fraud
769,Product not as described,276,High,Returning,8,1144.77,Credit Card,Yes,Legitimate
770,Changed my mind,164,Low,New,1,1849.22,Cash on Delivery,No,Fraud
771,Package was empty,114,Medium,New,2,1671.14,Net Banking,No,Legitimate
772,Fake product received,136,Medium,New,5,255.99,Credit Card,Yes,Fraud
773,Defective after one use,167,High,New,1,662.95,Credit Card,No,Fraud
774,Missing parts,179,High,VIP,3,1112.29,UPI,No,Legitimate
775,Wrong product received,263,High,Frequent,2,35.44,Net Banking,Yes,Fraud
776,Missing parts,287,High,New,1,295.3,Net Banking,Yes,Legitimate
777,Wrong product received,206,Low,Frequent,3,1193.97,Net Banking,Yes,Legitimate
778,Color mismatch,275,Medium,Frequent,10,1887.02,UPI,No,Fraud
779,Missing parts,281,Medium,Returning,7,224.99,UPI,No,Fraud
780,Changed my mind,88,Low,New,0,1662.32,Net Banking,Yes,Legitimate
781,Color mismatch,187,Low,Frequent,9,1250.23,Credit Card,No,Fraud
782,Changed my mind,170,High,VIP,7,1014.54,Cash on Delivery,No,Legitimate
783,Item arrived damaged,240,Low,VIP,7,635.97,Net Banking,No,Fraud
784,Item arrived damaged,36,Low,Frequent,2,988.04,Debit Card,No,Fraud
785,Missing parts,76,High,VIP,10,1112.03,Cash on Delivery,No,Fraud
786,Fake product received,100,High,New,6,534.15,Cash on Delivery,No,Fraud
787,Size does not fit,184,Low,New,9,99.79,UPI,No,Legitimate
788,Defective after one use,214,Low,VIP,5,1983.97,Net Banking,No,Legitimate
789,Changed my mind,146,Low,Frequent,9,179.03,Credit Card,No,Legitimate
790,Defective after one use,106,Low,Frequent,0,927.21,Net Banking,No,Fraud
791,Item arrived damaged,260,High,New,5,761.7,Net Banking,No,Legitimate
792,Missing parts,71,High,Returning,5,998.5,UPI,Yes,Fraud
793,Defective after one use,243,Low,VIP,10,1696.19,Credit Card,Yes,Fraud
794,Size does not fit,44,Medium,VIP,3,1252.9,Credit Card,Yes,Fraud
795,Size does not fit,54,High,VIP,6,427.38,Credit Card,No,Fraud
796,Color mismatch,296,Medium,Returning,6,810.58,Cash on Delivery,No,Legitimate
797,Item arrived damaged,284,Low,VIP,3,1325.0,Net Banking,No,Fraud
798,Package was empty,50,High,Returning,5,930.35,Debit Card,Yes,Fraud
799,Color mismatch,230,Medium,New,10,415.08,Net Banking,No,Fraud
800,Product not as described,151,High,Returning,6,484.58,Debit Card,Yes,Legitimate
801,Changed my mind,178,Medium,VIP,8,1982.67,Net Banking,Yes,Legitimate
802,Product not as described,159,Low,New,4,1581.44,UPI,Yes,Legitimate
803,Missing parts,30,Low,New,5,1207.18,Credit Card,No,Fraud
804,Wrong product received,223,High,Returning,3,232.75,Cash on Delivery,Yes,Fraud
805,Missing parts,66,Low,New,5,665.28,Cash on Delivery,No,Legitimate
806,Color mismatch,131,Low,New,2,436.08,UPI,No,Fraud
807,Size does not fit,48,Medium,Frequent,1,639.81,Net Banking,No,Legitimate
808,Size does not fit,94,Medium,VIP,5,1644.52,Credit Card,Yes,Legitimate
809,Changed my mind,149,High,VIP,4,1281.51,UPI,Yes,Legitimate
810,Missing parts,218,Low,VIP,4,608.77,Debit Card,No,Legitimate
811,Product not as described,244,High,Frequent,10,818.51,Credit Card,No,Legitimate
812,Missing parts,261,High,VIP,5,1437.6,Credit Card,Yes,Fraud
813,Fake product received,53,Medium,VIP,9,1461.17,Cash on Delivery,No,Fraud
814,Item arrived damaged,46,High,Returning,10,892.38,Debit Card,Yes,Fraud
815,Changed my mind,176,Medium,New,1,324.07,Cash on Delivery,Yes,Fraud
816,Defective after one use,251,Medium,Returning,4,355.22,Cash on Delivery,No,Fraud
817,Changed my mind,63,Medium,Frequent,2,793.05,Net Banking,Yes,Legitimate
818,Item arrived damaged,137,Low,VIP,3,530.95,Debit Card,Yes,Fraud
819,Package was empty,239,High,Frequent,2,187.23,UPI,Yes,Legitimate
820,Item arrived damaged,289,Medium,VIP,10,993.36,Debit Card,Yes,Legitimate
821,Size does not fit,167,High,VIP,6,269.1,Debit Card,Yes,Fraud
822,Changed my mind,234,Low,VIP,2,67.26,UPI,Yes,Fraud
823,Changed my mind,209,High,VIP,1,30.54,Debit Card,No,Fraud
824,Changed my mind,216,High,VIP,9,519.89,Credit Card,Yes,Legitimate
825,Defective after one use,140,Medium,Frequent,9,1879.25,Cash on Delivery,Yes,Legitimate
826,Size does not fit,278,High,VIP,4,1955.27,UPI,Yes,Legitimate
827,Package was empty,111,Medium,Returning,8,990.75,UPI,No,Legitimate
828,Wrong product received,182,High,VIP,2,528.21,UPI,Yes,Legitimate
829,Missing parts,163,High,Frequent,6,573.02,UPI,No,Fraud
830,Color mismatch,104,Medium,VIP,2,1115.79,Net Banking,Yes,Legitimate
831,Product not as described,47,Low,Returning,0,945.79,Debit Card,No,Fraud
832,Wrong product received,273,Low,VIP,5,1977.75,Cash on Delivery,No,Fraud
833,Missing parts,77,High,Returning,1,705.71,Debit Card,No,Legitimate
834,Product not as described,280,Medium,Returning,9,1996.03,Credit Card,Yes,Fraud
835,Wrong product received,146,Medium,New,5,61.66,Credit Card,No,Fraud
836,Package was empty,74,Medium,Returning,0,171.32,Net Banking,No,Fraud
837,Package was empty,22,Medium,New,10,1248.51,Net Banking,No,Legitimate
838,Changed my mind,44,High,Frequent,5,1598.31,Credit Card,No,Legitimate
839,Color mismatch,150,Low,Returning,6,187.48,Debit Card,Yes,Fraud
840,Color mismatch,165,High,Returning,1,604.11,Net Banking,No,Legitimate
841,Defective after one use,69,Medium,Returning,7,896.43,Net Banking,No,Fraud
842,Package was empty,236,Low,VIP,5,1231.6,Net Banking,No,Legitimate
843,Item arrived damaged,282,Medium,VIP,10,456.22,Debit Card,No,Legitimate
844,Size does not fit,259,Medium,New,7,607.78,Debit Card,No,Legitimate
845,Fake product received,238,Medium,New,8,162.3,Credit Card,Yes,Fraud
846,Color mismatch,68,Medium,Frequent,5,517.17,Credit Card,Yes,Legitimate
847,Missing parts,111,Low,VIP,0,175.75,UPI,No,Fraud
848,Missing parts,155,Medium,Returning,3,378.32,Cash on Delivery,No,Legitimate
849,Color mismatch,293,Low,New,6,242.19,Debit Card,No,Fraud
850,Color mismatch,269,Medium,Frequent,10,1926.65,Net Banking,No,Legitimate
