Claim_ID,Return_Description,Text_Length,Urgency_Level,Customer_Type,Previous_Return_Count,Claim_Amount,Payment_Method,Image_Provided,Fraud_Label,Return_Description_Clean,Description_Length,Description_Word_Count,Fraud_Keyword_Count,Urgency_Score
515,Defective after one use,142,High,New,2,182.82,UPI,No,Fraud,Defective after one use,23,4,0,3
516,Color mismatch,227,High,Returning,8,40.58,Credit Card,Yes,Fraud,Color mismatch,14,2,0,3
517,Fake product received,198,Medium,Frequent,3,1216.66,Debit Card,No,Fraud,Fake product received,21,3,1,2
518,Package was empty,22,Medium,Returning,6,1017.41,Cash on Delivery,Yes,Fraud,Package was empty,17,3,0,2
519,Defective after one use,79,High,Frequent,8,1628.16,Cash on Delivery,No,Fraud,Defective after one use,23,4,0,3
520,Color mismatch,267,Low,Frequent,7,1366.37,Cash on Delivery,Yes,Fraud,Color mismatch,14,2,0,1
521,Wrong product received,152,Low,VIP,10,1579.43,Debit Card,Yes,Fraud,Wrong product received,22,3,0,1
522,Color mismatch,200,High,New,4,504.03,Credit Card,No,Fraud,Color mismatch,14,2,0,3
523,Wrong product received,111,Medium,Frequent,5,444.95,Cash on Delivery,No,Legitimate,Wrong product received,22,3,0,2
524,Changed my mind,275,High,Returning,3,1473.5,UPI,Yes,Legitimate,Changed my mind,15,3,0,3
525,Changed my mind,147,High,Frequent,2,1560.09,Credit Card,Yes,Fraud,Changed my mind,15,3,0,3
526,Package was empty,23,High,New,7,748.68,UPI,No,Fraud,Package was empty,17,3,0,3
527,Missing parts,113,High,Frequent,6,451.96,Cash on Delivery,Yes,Legitimate,Missing parts,13,2,0,3
528,Fake product received,236,Medium,New,8,701.11,Debit Card,No,Legitimate,Fake product received,21,3,1,2
529,Fake product received,255,Medium,New,0,1351.47,Net Banking,Yes,Fraud,Fake product received,21,3,1,2
530,Defective after one use,152,Low,Frequent,3,546.12,Cash on Delivery,No,Fraud,Defective after one use,23,4,0,1
531,Product not as described,275,Medium,Returning,6,1404.42,UPI,No,Fraud,Product not as described,24,4,0,2
532,Size does not fit,250,Low,Returning,9,1375.16,Credit Card,No,Legitimate,Size does not fit,17,4,0,1
533,Fake product received,241,Medium,Returning,2,1602.07,Debit Card,No,Legitimate,Fake product received,21,3,1,2
534,Product not as described,235,Medium,Returning,10,1038.84,UPI,No,Fraud,Product not as described,24,4,0,2
535,Size does not fit,44,Medium,New,2,129.47,UPI,No,Legitimate,Size does not fit,17,4,0,2
536,Missing parts,191,Medium,Frequent,5,1125.1,UPI,No,Legitimate,Missing parts,13,2,0,2
537,Color mismatch,82,Medium,Returning,9,1156.03,Cash on Delivery,Yes,Fraud,Color mismatch,14,2,0,2
538,Defective after one use,186,High,VIP,7,1780.37,Net Banking,No,Fraud,Defective after one use,23,4,0,3
539,Product not as described,105,High,Frequent,6,1266.23,Cash on Delivery,No,Legitimate,Product not as described,24,4,0,3
540,Wrong product received,102,Medium,Returning,5,640.59,UPI,No,Fraud,Wrong product received,22,3,0,2
541,Size does not fit,247,Medium,VIP,6,342.96,Credit Card,Yes,Legitimate,Size does not fit,17,4,0,2
542,Size does not fit,60,Low,Returning,6,214.99,Credit Card,No,Legitimate,Size does not fit,17,4,0,1
543,Item arrived damaged,223,High,New,1,532.28,Debit Card,Yes,Fraud,Item arrived damaged,20,3,0,3
544,Size does not fit,137,Low,Frequent,7,1256.7,Debit Card,Yes,Legitimate,Size does not fit,17,4,0,1
545,Item arrived damaged,202,Medium,VIP,7,1950.21,Cash on Delivery,No,Fraud,Item arrived damaged,20,3,0,2
546,Product not as described,296,Low,VIP,10,1500.33,Cash on Delivery,No,Fraud,Product not as described,24,4,0,1
547,Defective after one use,266,High,Returning,1,889.3,UPI,No,Fraud,Defective after one use,23,4,0,3
548,Product not as described,175,Low,New,8,1632.61,Debit Card,No,Fraud,Product not as described,24,4,0,1
549,Missing parts,293,Low,VIP,7,606.22,Net Banking,No,Legitimate,Missing parts,13,2,0,1
550,Item arrived damaged,300,Medium,Returning,6,1765.5,Net Banking,No,Legitimate,Item arrived damaged,20,3,0,2
551,Product not as described,219,Medium,Returning,4,167.63,Debit Card,No,Fraud,Product not as described,24,4,0,2
552,Fake product received,157,Medium,Returning,1,372.99,UPI,Yes,Fraud,Fake product received,21,3,1,2
553,Package was empty,251,Medium,VIP,3,648.08,Debit Card,Yes,Legitimate,Package was empty,17,3,0,2
554,Product not as described,72,Medium,Frequent,2,1433.24,Credit Card,Yes,Legitimate,Product not as described,24,4,0,2
555,Product not as described,27,Medium,Returning,5,846.28,Net Banking,No,Fraud,Product not as described,24,4,0,2
556,Item arrived damaged,189,Low,Returning,0,540.34,Net Banking,Yes,Fraud,Item arrived damaged,20,3,0,1
557,Product not as described,118,Medium,VIP,0,252.7,Debit Card,No,Fraud,Product not as described,24,4,0,2
558,Changed my mind,37,Low,VIP,1,1047.07,Debit Card,No,Fraud,Changed my mind,15,3,0,1
559,Size does not fit,185,Low,New,8,1046.64,UPI,No,Fraud,Size does not fit,17,4,0,1
560,Changed my mind,204,Low,Returning,1,479.57,Net Banking,No,Legitimate,Changed my mind,15,3,0,1
561,Product not as described,161,High,New,6,1580.4,Credit Card,Yes,Fraud,Product not as described,24,4,0,3
562,Package was empty,99,Medium,New,3,323.82,Credit Card,No,Legitimate,Package was empty,17,3,0,2
563,Item arrived damaged,202,High,Returning,8,1585.02,Debit Card,No,Legitimate,Item arrived damaged,20,3,0,3
564,Defective after one use,197,Medium,Returning,0,1381.61,UPI,Yes,Fraud,Defective after one use,23,4,0,2
565,Item arrived damaged,268,High,VIP,8,596.48,Net Banking,Yes,Legitimate,Item arrived damaged,20,3,0,3
566,Fake product received,198,Medium,VIP,4,1736.65,Cash on Delivery,Yes,Legitimate,Fake product received,21,3,1,2
567,Fake product received,99,Medium,Frequent,4,1087.8,Net Banking,Yes,Fraud,Fake product received,21,3,1,2
568,Product not as described,29,High,Frequent,9,485.19,Credit Card,No,Legitimate,Product not as described,24,4,0,3
569,Fake product received,274,High,Returning,9,573.43,Net Banking,No,Legitimate,Fake product received,21,3,1,3
570,Wrong product received,287,High,New,0,1672.03,Debit Card,Yes,Legitimate,Wrong product received,22,3,0,3
571,Changed my mind,74,Medium,Returning,1,73.32,Net Banking,No,Fraud,Changed my mind,15,3,0,2
572,Item arrived damaged,207,Low,New,0,1861.12,Debit Card,No,Legitimate,Item arrived damaged,20,3,0,1
573,Missing parts,51,Medium,VIP,5,1590.56,Credit Card,No,Legitimate,Missing parts,13,2,0,2
574,Wrong product received,175,Low,Returning,8,203.27,Debit Card,No,Legitimate,Wrong product received,22,3,0,1
575,Changed my mind,289,High,Returning,9,1254.4,Debit Card,No,Legitimate,Changed my mind,15,3,0,3
576,Package was empty,203,High,VIP,10,859.88,Credit Card,Yes,Legitimate,Package was empty,17,3,0,3
577,Fake product received,225,High,Frequent,10,324.77,Cash on Delivery,No,Fraud,Fake product received,21,3,1,3
578,Defective after one use,186,Medium,VIP,10,866.87,UPI,Yes,Legitimate,Defective after one use,23,4,0,2
579,Color mismatch,150,Medium,VIP,7,1920.05,Credit Card,Yes,Fraud,Color mismatch,14,2,0,2
580,Package was empty,28,High,Returning,4,23.07,Debit Card,Yes,Fraud,Package was empty,17,3,0,3
581,Item arrived damaged,161,High,Returning,1,85.1,UPI,Yes,Legitimate,Item arrived damaged,20,3,0,3
582,Size does not fit,207,High,Returning,3,519.93,UPI,Yes,Fraud,Size does not fit,17,4,0,3
583,Package was empty,131,High,New,5,1587.88,Debit Card,No,Legitimate,Package was empty,17,3,0,3
584,Package was empty,173,Low,VIP,1,1562.44,UPI,No,Fraud,Package was empty,17,3,0,1
585,Color mismatch,81,Low,New,10,1557.06,Net Banking,Yes,Fraud,Color mismatch,14,2,0,1
586,Fake product received,41,Medium,Returning,5,1009.78,Debit Card,Yes,Legitimate,Fake product received,21,3,1,2
587,Color mismatch,248,High,New,3,869.55,Net Banking,Yes,Legitimate,Color mismatch,14,2,0,3
588,Defective after one use,62,Medium,New,8,804.39,Credit Card,No,Fraud,Defective after one use,23,4,0,2
589,Product not as described,89,Medium,Returning,7,796.68,Cash on Delivery,Yes,Legitimate,Product not as described,24,4,0,2
590,Changed my mind,56,Medium,VIP,5,1372.63,Cash on Delivery,Yes,Legitimate,Changed my mind,15,3,0,2
591,Color mismatch,236,Medium,Frequent,3,648.27,Cash on Delivery,Yes,Fraud,Color mismatch,14,2,0,2
592,Product not as described,199,High,VIP,9,300.18,Credit Card,Yes,Legitimate,Product not as described,24,4,0,3
593,Defective after one use,99,High,New,1,1481.77,Debit Card,Yes,Fraud,Defective after one use,23,4,0,3
594,Item arrived damaged,195,High,New,4,905.62,Credit Card,No,Legitimate,Item arrived damaged,20,3,0,3
595,Fake product received,128,Low,Frequent,8,971.22,Debit Card,Yes,Fraud,Fake product received,21,3,1,1
596,Package was empty,289,Low,Frequent,2,129.62,Debit Card,No,Legitimate,Package was empty,17,3,0,1
597,Missing parts,24,Low,VIP,10,549.91,UPI,Yes,Legitimate,Missing parts,13,2,0,1
598,Size does not fit,217,Low,VIP,8,1953.46,Credit Card,No,Fraud,Size does not fit,17,4,0,1
599,Package was empty,292,Low,Returning,3,1006.3,Net Banking,Yes,Legitimate,Package was empty,17,3,0,1
600,Changed my mind,291,Medium,Frequent,7,792.87,Debit Card,Yes,Fraud,Changed my mind,15,3,0,2
601,Defective after one use,201,High,Frequent,3,1992.03,Cash on Delivery,No,Legitimate,Defective after one use,23,4,0,3
602,Size does not fit,218,Low,Frequent,3,311.9,Net Banking,Yes,Legitimate,Size does not fit,17,4,0,1
603,Color mismatch,286,High,Returning,6,488.32,Debit Card,No,Fraud,Color mismatch,14,2,0,3
604,Package was empty,188,Medium,Returning,3,1308.42,Cash on Delivery,Yes,Legitimate,Package was empty,17,3,0,2
605,Size does not fit,288,Low,VIP,2,1315.9,Cash on Delivery,Yes,Fraud,Size does not fit,17,4,0,1
606,Wrong product received,292,High,New,2,642.02,Debit Card,Yes,Fraud,Wrong product received,22,3,0,3
607,Color mismatch,230,Medium,VIP,10,1867.17,UPI,Yes,Legitimate,Color mismatch,14,2,0,2
608,Wrong product received,87,Low,New,9,1237.72,Cash on Delivery,Yes,Legitimate,Wrong product received,22,3,0,1
609,Changed my mind,33,Medium,New,7,276.83,Cash on Delivery,No,Fraud,Changed my mind,15,3,0,2
610,Product not as described,218,Medium,VIP,2,335.93,Debit Card,Yes,Fraud,Product not as described,24,4,0,2
611,Item arrived damaged,158,Medium,Returning,10,1976.6,Debit Card,Yes,Legitimate,Item arrived damaged,20,3,0,2
612,Missing parts,270,High,Frequent,7,1776.3,Net Banking,No,Legitimate,Missing parts,13,2,0,3
613,Package was empty,214,High,Frequent,6,1226.89,Cash on Delivery,Yes,Legitimate,Package was empty,17,3,0,3
614,Missing parts,253,Low,Returning,8,1080.36,Credit Card,No,Legitimate,Missing parts,13,2,0,1
615,Changed my mind,169,Medium,VIP,4,1549.62,UPI,No,Legitimate,Changed my mind,15,3,0,2
616,Color mismatch,170,High,New,8,1808.31,Net Banking,No,Legitimate,Color mismatch,14,2,0,3
617,Fake product received,77,Low,Returning,6,832.98,Net Banking,Yes,Legitimate,Fake product received,21,3,1,1
618,Missing parts,123,Medium,New,4,654.91,Debit Card,Yes,Legitimate,Missing parts,13,2,0,2
619,Wrong product received,250,High,Frequent,1,1052.4,Net Banking,Yes,Fraud,Wrong product received,22,3,0,3
620,Fake product received,214,Low,Returning,5,1135.33,Debit Card,Yes,Legitimate,Fake product received,21,3,1,1
621,Product not as described,46,Medium,Frequent,4,1463.02,Net Banking,No,Legitimate,Product not as described,24,4,0,2
622,Wrong product received,87,Low,New,9,1533.14,Credit Card,No,Fraud,Wrong product received,22,3,0,1
623,Missing parts,298,Low,VIP,3,441.58,Net Banking,No,Fraud,Missing parts,13,2,0,1
624,Missing parts,60,High,New,3,1765.51,UPI,Yes,Legitimate,Missing parts,13,2,0,3
625,Product not as described,95,Low,Frequent,0,299.3,Credit Card,No,Fraud,Product not as described,24,4,0,1
626,Wrong product received,45,Low,VIP,2,331.06,UPI,Yes,Fraud,Wrong product received,22,3,0,1
627,Package was empty,204,Low,New,4,652.42,Net Banking,Yes,Fraud,Package was empty,17,3,0,1
628,Fake product received,53,Medium,VIP,2,252.83,UPI,No,Fraud,Fake product received,21,3,1,2
629,Fake product received,127,High,Returning,9,125.79,Cash on Delivery,Yes,Fraud,Fake product received,21,3,1,3
630,Package was empty,167,Medium,Frequent,4,1055.53,Cash on Delivery,No,Legitimate,Package was empty,17,3,0,2
631,Package was empty,274,High,VIP,7,1617.88,Cash on Delivery,Yes,Fraud,Package was empty,17,3,0,3
632,Changed my mind,20,Low,New,7,1254.67,Credit Card,Yes,Fraud,Changed my mind,15,3,0,1
633,Color mismatch,43,Medium,Frequent,8,1614.03,Debit Card,Yes,Legitimate,Color mismatch,14,2,0,2
634,Size does not fit,150,Low,Frequent,4,1018.31,UPI,Yes,Legitimate,Size does not fit,17,4,0,1
635,Defective after one use,194,Medium,New,2,396.09,UPI,No,Fraud,Defective after one use,23,4,0,2
636,Item arrived damaged,89,Medium,Returning,10,926.63,Cash on Delivery,No,Fraud,Item arrived damaged,20,3,0,2
637,Color mismatch,48,High,Frequent,9,1452.68,UPI,Yes,Legitimate,Color mismatch,14,2,0,3
638,Package was empty,189,Medium,New,2,568.12,Credit Card,No,Fraud,Package was empty,17,3,0,2
639,Fake product received,104,High,VIP,2,1194.43,UPI,No,Legitimate,Fake product received,21,3,1,3
640,Size does not fit,231,Low,VIP,3,749.45,UPI,Yes,Fraud,Size does not fit,17,4,0,1
641,Product not as described,77,Medium,New,3,1827.57,Net Banking,Yes,Fraud,Product not as described,24,4,0,2
642,Fake product received,98,Low,Frequent,7,1467.56,Cash on Delivery,No,Fraud,Fake product received,21,3,1,1
643,Product not as described,70,High,Returning,3,1451.9,Net Banking,No,Legitimate,Product not as described,24,4,0,3
644,Item arrived damaged,179,Low,New,5,939.08,Credit Card,Yes,Fraud,Item arrived damaged,20,3,0,1
645,Item arrived damaged,179,High,Returning,5,409.11,UPI,No,Fraud,Item arrived damaged,20,3,0,3
646,Missing parts,80,Medium,Returning,2,554.54,Credit Card,Yes,Legitimate,Missing parts,13,2,0,2
647,Fake product received,199,High,Frequent,4,291.7,UPI,Yes,Legitimate,Fake product received,21,3,1,3
648,Wrong product received,179,High,Frequent,8,892.86,Debit Card,Yes,Fraud,Wrong product received,22,3,0,3
649,Item arrived damaged,74,Medium,New,1,858.67,Debit Card,No,Fraud,Item arrived damaged,20,3,0,2
650,Size does not fit,190,Low,New,7,1139.9,Credit Card,No,Legitimate,Size does not fit,17,4,0,1
651,Missing parts,178,High,VIP,7,471.07,Debit Card,Yes,Fraud,Missing parts,13,2,0,3
652,Defective after one use,220,Low,Frequent,5,912.03,Credit Card,Yes,Fraud,Defective after one use,23,4,0,1
653,Wrong product received,199,Medium,VIP,2,571.69,UPI,Yes,Legitimate,Wrong product received,22,3,0,2
654,Color mismatch,74,Medium,New,4,1070.16,Net Banking,No,Legitimate,Color mismatch,14,2,0,2
655,Package was empty,144,High,Returning,7,773.79,UPI,Yes,Fraud,Package was empty,17,3,0,3
656,Color mismatch,195,High,Returning,2,1328.6,Credit Card,No,Legitimate,Color mismatch,14,2,0,3
657,Package was empty,257,Medium,New,7,360.59,Net Banking,Yes,Legitimate,Package was empty,17,3,0,2
658,Package was empty,214,Medium,VIP,10,1323.73,Credit Card,Yes,Legitimate,Package was empty,17,3,0,2
659,Package was empty,20,Low,Returning,7,1067.2,Net Banking,No,Legitimate,Package was empty,17,3,0,1
660,Changed my mind,182,Medium,Frequent,6,1438.4,UPI,Yes,Legitimate,Changed my mind,15,3,0,2
661,Package was empty,281,Medium,Returning,4,134.2,Cash on Delivery,Yes,Legitimate,Package was empty,17,3,0,2
662,Fake product received,203,Low,Frequent,0,478.13,Cash on Delivery,No,Fraud,Fake product received,21,3,1,1
663,Color mismatch,227,Medium,VIP,8,430.32,Debit Card,No,Legitimate,Color mismatch,14,2,0,2
664,Changed my mind,216,Medium,VIP,2,584.06,Debit Card,Yes,Legitimate,Changed my mind,15,3,0,2
665,Wrong product received,28,Low,VIP,10,879.1,Debit Card,Yes,Legitimate,Wrong product received,22,3,0,1
666,Color mismatch,253,High,VIP,9,367.8,Cash on Delivery,No,Fraud,Color mismatch,14,2,0,3
667,Color mismatch,201,Low,Returning,6,1213.1,Cash on Delivery,No,Legitimate,Color mismatch,14,2,0,1
668,Fake product received,157,Medium,Frequent,0,1956.68,Cash on Delivery,No,Fraud,Fake product received,21,3,1,2
669,Wrong product received,266,High,New,2,1463.07,Cash on Delivery,No,Fraud,Wrong product received,22,3,0,3
670,Fake product received,60,High,New,3,950.18,Credit Card,No,Legitimate,Fake product received,21,3,1,3
671,Defective after one use,293,Low,VIP,7,1030.2,Net Banking,No,Fraud,Defective after one use,23,4,0,1
672,Defective after one use,170,Medium,Returning,0,1393.15,Cash on Delivery,No,Fraud,Defective after one use,23,4,0,2
673,Item arrived damaged,262,High,Returning,9,112.72,UPI,Yes,Fraud,Item arrived damaged,20,3,0,3
674,Missing parts,62,Low,New,4,511.58,Cash on Delivery,No,Fraud,Missing parts,13,2,0,1
675,Size does not fit,27,High,New,9,357.48,Cash on Delivery,Yes,Fraud,Size does not fit,17,4,0,3
676,Defective after one use,109,Medium,Returning,7,369.81,Cash on Delivery,Yes,Fraud,Defective after one use,23,4,0,2
677,Wrong product received,94,High,Returning,7,1507.99,Net Banking,No,Legitimate,Wrong product received,22,3,0,3
678,Missing parts,105,Low,Frequent,0,1288.1,Credit Card,Yes,Legitimate,Missing parts,13,2,0,1
679,Missing parts,224,Medium,Frequent,7,1494.84,Cash on Delivery,Yes,Fraud,Missing parts,13,2,0,2
680,Color mismatch,262,Medium,Returning,8,1741.85,Credit Card,No,Fraud,Color mismatch,14,2,0,2
681,Color mismatch,181,High,New,1,1836.25,UPI,No,Fraud,Color mismatch,14,2,0,3
682,Defective after one use,158,Medium,New,4,1312.14,Net Banking,No,Legitimate,Defective after one use,23,4,0,2
683,Package was empty,119,High,Frequent,10,1383.65,Debit Card,No,Legitimate,Package was empty,17,3,0,3
684,Item arrived damaged,54,Low,VIP,1,1055.28,Net Banking,No,Legitimate,Item arrived damaged,20,3,0,1
685,Size does not fit,148,Low,New,0,1242.6,Credit Card,Yes,Legitimate,Size does not fit,17,4,0,1
686,Wrong product received,64,High,Returning,6,1316.23,Cash on Delivery,Yes,Legitimate,Wrong product received,22,3,0,3
687,Product not as described,149,Medium,VIP,10,1873.0,Net Banking,No,Fraud,Product not as described,24,4,0,2
688,Defective after one use,151,Low,New,4,1556.44,Net Banking,No,Fraud,Defective after one use,23,4,0,1
689,Item arrived damaged,152,Medium,Returning,7,148.1,Debit Card,No,Legitimate,Item arrived damaged,20,3,0,2
690,Missing parts,75,Low,VIP,3,1231.79,Credit Card,No,Fraud,Missing parts,13,2,0,1
691,Wrong product received,37,Low,New,9,1457.81,Net Banking,Yes,Fraud,Wrong product received,22,3,0,1
692,Product not as described,20,Low,VIP,4,311.7,UPI,No,Legitimate,Product not as described,24,4,0,1
693,Fake product received,271,Medium,VIP,6,1689.66,Credit Card,Yes,Legitimate,Fake product received,21,3,1,2
694,Color mismatch,266,Low,Frequent,5,1366.85,Net Banking,Yes,Legitimate,Color mismatch,14,2,0,1
695,Defective after one use,293,Medium,New,7,1523.3,UPI,Yes,Legitimate,Defective after one use,23,4,0,2
696,Fake product received,40,Medium,Returning,4,1394.81,Credit Card,No,Fraud,Fake product received,21,3,1,2
697,Wrong product received,244,High,Returning,2,81.04,Credit Card,Yes,Fraud,Wrong product received,22,3,0,3
698,Color mismatch,52,High,Frequent,7,1072.54,Net Banking,Yes,Legitimate,Color mismatch,14,2,0,3
699,Defective after one use,48,Medium,New,6,245.19,Cash on Delivery,No,Legitimate,Defective after one use,23,4,0,2
700,Package was empty,139,Low,New,2,982.9,Credit Card,No,Legitimate,Package was empty,17,3,0,1
701,Changed my mind,86,Low,Returning,10,109.42,UPI,Yes,Fraud,Changed my mind,15,3,0,1
702,Package was empty,107,High,New,1,237.22,Cash on Delivery,Yes,Legitimate,Package was empty,17,3,0,3
703,Changed my mind,238,Medium,VIP,5,250.4,Cash on Delivery,Yes,Fraud,Changed my mind,15,3,0,2
704,Changed my mind,43,High,Returning,5,135.81,UPI,Yes,Fraud,Changed my mind,15,3,0,3
705,Product not as described,209,High,Returning,7,494.85,Cash on Delivery,Yes,Legitimate,Product not as described,24,4,0,3
706,Wrong product received,212,Low,New,7,170.64,Credit Card,Yes,Legitimate,Wrong product received,22,3,0,1
707,Package was empty,165,Medium,VIP,2,420.26,UPI,No,Fraud,Package was empty,17,3,0,2
708,Changed my mind,109,High,New,9,368.2,Net Banking,Yes,Fraud,Changed my mind,15,3,0,3
709,Defective after one use,234,Low,Returning,3,243.84,Cash on Delivery,Yes,Fraud,Defective after one use,23,4,0,1
710,Fake product received,279,Low,VIP,10,1322.06,UPI,Yes,Legitimate,Fake product received,21,3,1,1
711,Wrong product received,96,High,VIP,7,360.88,Credit Card,Yes,Fraud,Wrong product received,22,3,0,3
712,Size does not fit,127,Medium,Frequent,5,1237.47,Net Banking,Yes,Legitimate,Size does not fit,17,4,0,2
713,Item arrived damaged,295,Low,Returning,0,975.27,Credit Card,Yes,Legitimate,Item arrived damaged,20,3,0,1
714,Missing parts,186,Medium,Returning,10,1797.76,Debit Card,Yes,Fraud,Missing parts,13,2,0,2
715,Changed my mind,70,Low,VIP,3,757.31,Debit Card,Yes,Fraud,Changed my mind,15,3,0,1
716,Package was empty,268,Low,VIP,2,440.17,Cash on Delivery,No,Legitimate,Package was empty,17,3,0,1
717,Color mismatch,211,Low,VIP,3,1267.72,UPI,Yes,Fraud,Color mismatch,14,2,0,1
718,Product not as described,36,High,New,4,281.64,Net Banking,No,Fraud,Product not as described,24,4,0,3
719,Product not as described,195,Low,Frequent,9,322.01,Cash on Delivery,Yes,Legitimate,Product not as described,24,4,0,1
720,Wrong product received,230,High,VIP,3,1187.25,Net Banking,No,Legitimate,Wrong product received,22,3,0,3
721,Color mismatch,146,Low,Frequent,6,1163.14,Cash on Delivery,Yes,Legitimate,Color mismatch,14,2,0,1
722,Color mismatch,42,Low,VIP,8,76.9,Cash on Delivery,No,Fraud,Color mismatch,14,2,0,1
723,Wrong product received,251,Medium,Returning,1,1121.39,Credit Card,No,Legitimate,Wrong product received,22,3,0,2
724,Product not as described,203,Medium,Returning,10,1997.91,Credit Card,No,Fraud,Product not as described,24,4,0,2
725,Product not as described,255,High,New,7,932.88,Debit Card,No,Legitimate,Product not as described,24,4,0,3
726,Defective after one use,257,High,New,10,150.69,UPI,Yes,Fraud,Defective after one use,23,4,0,3
727,Color mismatch,158,High,Returning,10,171.11,UPI,Yes,Fraud,Color mismatch,14,2,0,3
728,Item arrived damaged,76,Medium,Frequent,7,1242.08,UPI,No,Legitimate,Item arrived damaged,20,3,0,2
729,Fake product received,54,High,Returning,2,1962.69,Debit Card,Yes,Fraud,Fake product received,21,3,1,3
730,Package was empty,127,High,Returning,5,711.9,UPI,No,Fraud,Package was empty,17,3,0,3
731,Item arrived damaged,52,Medium,Frequent,7,977.59,Cash on Delivery,Yes,Fraud,Item arrived damaged,20,3,0,2
732,Fake product received,292,Medium,VIP,9,742.61,Credit Card,Yes,Fraud,Fake product received,21,3,1,2
733,Wrong product received,61,Medium,Returning,4,1916.93,Credit Card,Yes,Legitimate,Wrong product received,22,3,0,2
734,Size does not fit,77,High,Returning,7,309.49,Debit Card,Yes,Fraud,Size does not fit,17,4,0,3
735,Color mismatch,297,Low,VIP,5,846.06,Credit Card,No,Legitimate,Color mismatch,14,2,0,1
736,Wrong product received,31,Low,Frequent,6,1161.62,UPI,No,Fraud,Wrong product received,22,3,0,1
737,Missing parts,175,High,Returning,4,351.76,UPI,Yes,Fraud,Missing parts,13,2,0,3
738,Defective after one use,167,Low,Returning,5,575.92,Debit Card,Yes,Fraud,Defective after one use,23,4,0,1
739,Product not as described,109,High,Returning,2,483.43,Credit Card,No,Legitimate,Product not as described,24,4,0,3
740,Missing parts,153,Medium,Returning,3,1129.35,Credit Card,No,Fraud,Missing parts,13,2,0,2
741,Product not as described,210,Medium,Returning,8,610.1,Credit Card,No,Fraud,Product not as described,24,4,0,2
742,Product not as described,254,Medium,Returning,0,1940.6,Cash on Delivery,No,Fraud,Product not as described,24,4,0,2
743,Missing parts,168,High,Returning,9,1459.8,Net Banking,No,Legitimate,Missing parts,13,2,0,3
744,Missing parts,40,Low,New,4,59.34,Cash on Delivery,Yes,Fraud,Missing parts,13,2,0,1
745,Defective after one use,67,Medium,New,9,1286.21,Cash on Delivery,Yes,Fraud,Defective after one use,23,4,0,2
746,Changed my mind,31,Low,VIP,10,1346.4,Credit Card,No,Legitimate,Changed my mind,15,3,0,1
747,Missing parts,182,High,New,10,728.52,Debit Card,No,Fraud,Missing parts,13,2,0,3
748,Color mismatch,210,Low,Frequent,5,709.2,Net Banking,Yes,Legitimate,Color mismatch,14,2,0,1
749,Missing parts,232,Medium,Frequent,2,1613.29,Net Banking,No,Legitimate,Missing parts,13,2,0,2
750,Package was empty,64,Low,Returning,4,954.48,Cash on Delivery,No,Legitimate,Package was empty,17,3,0,1
751,Package was empty,212,Low,New,6,1281.22,UPI,No,Legitimate,Package was empty,17,3,0,1
752,Fake product received,256,High,Returning,3,380.15,Net Banking,No,Fraud,Fake product received,21,3,1,3
753,Item arrived damaged,174,High,Frequent,7,1122.97,Net Banking,Yes,Legitimate,Item arrived damaged,20,3,0,3
754,Item arrived damaged,98,Medium,Frequent,10,1670.14,Net Banking,Yes,Fraud,Item arrived damaged,20,3,0,2
755,Color mismatch,111,Medium,Returning,0,247.52,UPI,No,Legitimate,Color mismatch,14,2,0,2
756,Package was empty,205,High,VIP,9,877.78,UPI,No,Legitimate,Package was empty,17,3,0,3
757,Defective after one use,282,High,New,4,334.07,Credit Card,Yes,Fraud,Defective after one use,23,4,0,3
758,Missing parts,89,Medium,Returning,0,552.61,Net Banking,No,Legitimate,Missing parts,13,2,0,2
759,Size does not fit,169,High,New,8,395.69,Debit Card,Yes,Legitimate,Size does not fit,17,4,0,3
760,Fake product received,185,Medium,Frequent,4,1374.03,UPI,Yes,Fraud,Fake product received,21,3,1,2
761,Product not as described,26,Low,Frequent,5,1559.83,Net Banking,No,Legitimate,Product not as described,24,4,0,1
762,Wrong product received,131,Low,Returning,3,1592.26,Cash on Delivery,Yes,Fraud,Wrong product received,22,3,0,1
763,Missing parts,59,Low,Returning,0,964.24,UPI,No,Legitimate,Missing parts,13,2,0,1
764,Missing parts,287,Medium,Returning,4,67.23,Credit Card,Yes,Legitimate,Missing parts,13,2,0,2
765,Product not as described,136,Medium,Returning,3,269.13,Credit Card,No,Legitimate,Product not as described,24,4,0,2
766,Wrong product received,29,Medium,VIP,0,400.74,Credit Card,Yes,Fraud,Wrong product received,22,3,0,2
767,Wrong product received,149,Low,New,4,1338.5,Credit Card,Yes,Legitimate,Wrong product received,22,3,0,1
768,Package was empty,122,Low,Frequent,0,190.65,UPI,No,Fraud,Package was empty,17,3,0,1
769,Product not as described,276,High,Returning,8,1144.77,Credit Card,Yes,Legitimate,Product not as described,24,4,0,3
770,Changed my mind,164,Low,New,1,1849.22,Cash on Delivery,No,Fraud,Changed my mind,15,3,0,1
771,Package was empty,114,Medium,New,2,1671.14,Net Banking,No,Legitimate,Package was empty,17,3,0,2
772,Fake product received,136,Medium,New,5,255.99,Credit Card,Yes,Fraud,Fake product received,21,3,1,2
773,Defective after one use,167,High,New,1,662.95,Credit Card,No,Fraud,Defective after one use,23,4,0,3
774,Missing parts,179,High,VIP,3,1112.29,UPI,No,Legitimate,Missing parts,13,2,0,3
